Send a global notification to all players,Gửi thông báo toàn cầu cho tất cả người chơi
Set Countdown Timer,Đặt Timer đếm ngược
Set the game countdown timer,Đặt bộ đếm thời gian đếm ngược trò chơi
Settings,Cài đặt
Share your team code to allow other players to join,Chia sẻ mã nhóm của bạn để cho phép người chơi khác tham gia
Shared Files,Những tệp đã chia sẻ
Sheep,Con cừu
Show MVP,Hiển thị MVP.
Since Score,Kể từ điểm số
Single lab,lab đơn
Skill Progress,Tiến độ kỹ năng
Source Code,Mã nguồn
Source Code Archive,Lưu trữ mã nguồn.
Source Code Market,Mã nguồn thị trường
Special Thanks,Cảm tạ
Start a New Team,Bắt đầu một đội mới
Start the Game,Bắt đầu trò chơi
start with 0 points,Bắt đầu với 0 điểm
Starting Money,Bắt đầu tiền
Static Flag,flag tĩnh
Static Token,Flag tĩnh.
Statistics,Số liệu thống kê
stop on & after,dừng lại và sau
Stop the Game,Dừng trò chơi
Stop the game after timer ends,Dừng trò chơi sau khi kết thúc bộ hẹn giờ
Story,Câu chuyện
Story Mode,Chế độ câu chuyện
Submit,Nộp
Submit a Bug,Gửi một lỗi
Submit a Flag,Nộp flag
Submit Bribe,Gửi hối lộ.
Submit Bribes,Gửi hối lộ
Submit Flag,Gửi flag
SUCCESS,THÀNH CÔNG
Success!,Thành công!
Successful,Thành công
Successful Captures,Ghi lại thành công
Successful Registration,Đăng kí thành công
Successfully created a new account for,Tạo thành công một tài khoản mới cho
Summary,Bản tóm tắt
Supports,Hỗ trợ
Switch Level,Chuyển đổi cấp độ.
System Type,Loại hệ thống
Take,Lấy
Take Hint,Lấy gợi ý
Taken,Lấy
Target,Mục tiêu
Target Handle,Tay cầm mục tiêu
Target Management,Quản lý mục tiêu
team,đội
Team,Đội
Team Avatar,Avatar của đội
Team Code,Mã nhóm
Team File Share,Chia sẻ tập tin nhóm
Team Information,Thông tin về đội
Team Motto,Châm ngôn của đội
Team Name,Tên nhóm
Team PasteBin,Pastebin
Team Play,Đội chơi
Team Shares,Chia sẻ nhóm
Team Sharing,Chia sẻ nhóm
Teams,Đội
Test Flag,flag thử
Text Share,Chia sẻ văn bản
The black market is open and you know a guy. Download a target's source code or S.W.A.T. other players by bribing the (in-game) police.,Chợ đen đang mở và bạn biết một chàng trai. Tải xuống mã nguồn của mục tiêu hoặc s.w.a.t. Những người chơi khác bằng cách mua chuộc cảnh sát (trong trò chơi).
The cost to take the hint. Can be >= 0.,Chi phí để có gợi ý. Có thể> = 0.
The deduction is,Khấu trừ là.
"The only other possibility is that I messed up some of the code, and that doesn't seem very likely.","Khả năng duy nhất khác là tôi đã nhắn tin cho một số mã, và điều đó dường như không thể rất nhiều."
The starting money for a new,Tiền bắt đầu cho một cái mới
Theme,Chủ đề
There are currently no shared files.,Hiện tại không có tập tin chia sẻ.
"These flags are files, users must submit the exact same file to capture the flag. Only a hash (SHA1) of the file is stored on the server.","Những flag này là các tệp, người dùng phải gửi cùng một tệp cùng để chụp flag. Chỉ một hàm băm (SHA1) của tệp được lưu trữ trên máy chủ."
"This game is set up to use dynamic scoring based on speed, meaning as other players capture the flags, the future value of those flags will decrease. So grab them fast or lose out!","Trò chơi này được thiết lập để sử dụng điểm động dựa trên tốc độ, có nghĩa là những người chơi khác chụp flag, giá trị tương lai của những flag đó sẽ giảm. Vì vậy, lấy chúng nhanh hoặc mất!"
"This game is set up to use dynamic scoring based on difficulty, meaning as other players capture the flags, the overall value of those flags will decrease and potentially reduce your score.","Trò chơi này được thiết lập để sử dụng điểm năng động dựa trên độ khó, có nghĩa là những người chơi khác bắt flag, giá trị tổng thể của các flag đó sẽ giảm và có khả năng giảm điểm của bạn."
This is a test flag/string the user could input for credit.,Đây là một flag thử nghiệm / chuỗi người dùng có thể nhập tín dụng.
This is the amount a player must pay to S.W.A.T. another players account. Subsequent SWATs of the same player are also increased by this amount each time.,Đây là số tiền một người chơi phải thanh toán cho s.w.a.t. một tài khoản người chơi khác. Các vòng tiếp theo của cùng một người chơi cũng được tăng lên bởi số tiền này mỗi lần.
This is the amount a player must pay to upgrade their bank passwords hashing algorithm,Đây là số tiền mà người chơi phải thanh toán để nâng cấp thuật toán băm mật khẩu ngân hàng của họ
This is the amount awarded for capturing the flag.,Đây là số tiền được trao cho việc chụp flag.
This is the amount awarded for completion of the lab.,Đây là số tiền được trao để hoàn thành lab.
This is the amount of money a team is paid per-bot on every interval. The interval must be set in the .cfg file manually,Đây là số tiền mà một nhóm được trả cho mỗi bot trên mọi khoảng thời gian. Khoảng thời gian phải được đặt trong tệp .cfg theo cách thủ công
This is the lab the flag is located on.,Đây là lab flag được đặt trên.
This is the description,Đây là mô tả
This is the maximum number of players displayed on the MVP list (default 10) with a score > 0.,Đây là số lượng người chơi tối đa được hiển thị trên danh sách MVP (mặc định 10) với điểm> 0.
This is the message displayed to the user once the lab is completed.,Đây là thông báo được hiển thị cho người dùng sau khi lab hoàn tất.
This is the message displayed to the user once the flag is captured.,Đây là thông báo được hiển thị cho người dùng sau khi flag được chụp.
This is the name that will appear in the upper left corner,Đây là tên sẽ xuất hiện ở góc trên bên trái
This is the the limit of characters allowed for a pastebin post.,Đây là giới hạn của các ký tự được phép cho một Pastebin Post.
This is what you want the flag to be displayed as. Leave blank to be named automatically by order #.,Đây là những gì bạn muốn flag được hiển thị như. Để trống để được đặt tên tự động theo thứ tự #.
This selection determines the method by which dynamic scoring is applied.,Lựa chọn này xác định phương thức mà điểm số động được áp dụng.
This selection determines the method by which the scoreboard is primarily ranked.,Lựa chọn này xác định phương thức mà bảng điểm chủ yếu được xếp hạng.
This selection determines the visibility of the scoreboard menu and pages.,Lựa chọn này xác định khả năng hiển thị của menu và trang của bảng điểm.
"This will also delete associated IP addresses, labes, and flags.","Điều này cũng sẽ xóa các địa chỉ IP liên quan, LABES và flag."
"This will also delete associated IP addresses, hints, and flags.","Điều này cũng sẽ xóa các địa chỉ IP liên quan, gợi ý và flag."
This will also delete labes and flags associated with this level.,Điều này cũng sẽ xóa các LABES và CLAGS được liên kết với cấp độ này.
This will delete the player and the associated user account!,Điều này sẽ xóa trình phát và tài khoản người dùng được liên kết!
This will delete the team and any associated user accounts!,Điều này sẽ xóa nhóm và bất kỳ tài khoản người dùng liên kết!
Threshold,Ngưỡng.
Time,Thời gian
"Time to create a botnet. By uploading a small bot program to target machines, you can be periodically rewarded for each bot in your botnet; the larger the botnet the larger the reward.","Thời gian để tạo một botnet. Bằng cách tải lên một chương trình bot nhỏ vào các máy mục tiêu, bạn có thể được thưởng định kỳ cho mỗi bot trong botnet của bạn; Botnet càng lớn thì phần thưởng càng lớn."
to Add,thêm vào
to Add or Subtract,để thêm hoặc trừ
"To restore this RTB instance, you may also need the contents under the files directory, to include the rootthelab.cfg.","Để khôi phục phiên bản RTB này, bạn cũng có thể cần nội dung trong thư mục tệp, để bao gồm rootthelab.cfg."
Token,Flag
Token Value,Giá trị mã thông báo
Tools,Công cụ
Tools & Upgrades,Công cụ & nâng cấp.
Total Cash Stolen,Tổng tiền mặt bị đánh cắp
Type,Loại
Unknown,không xác định
Unlock,Mở khóa
Unlock Cost,Chi phí mở khóa
Unlock Level,Mở khóa cấp độ
Unlocks,Mở khóa
Unlocks after,Mở khóa sau
Unlocks for,Mở khóa cho
Unlocks at,Mở khóa tại
Update Bank Password,Cập nhật mật khẩu ngân hàng
Update Configuration,Cập nhật cấu hình
Update Password,Cập nhật mật khẩu
Update RootThelab,Cập nhật Rootthelab.
Upgrade Purchased,Nâng cấp mua
Upgrade to,Nâng cấp lên.
Upload,Tải lên
Upload Avatar,Tải lên avatar
Upload Avatar File,Tải tệp Avatar tải lên.
Upload Files,Tải tệp lên
Used,Được sử dụng
Used to secure your (in-game) bank account.,Được sử dụng để bảo mật tài khoản ngân hàng (trong trò chơi) của bạn.
User Handle,Tài khoản người dùng
User Management,Quản lý người dùng
Users / Teams,Người dùng / đội
Value,Giá trị
View,Quang cảnh
View lab,Xem lab
View Details,Xem chi tiết
Visible,Có thể nhìn thấy
Visible to Players,Hiển thị cho người chơi
Waiting for the game to start,Chờ đợi trò chơi bắt đầu
Wall of Sheep,Tường cừu.
WARNING,CẢNH BÁO
Welcome,Chào mừng
Welcome to the computer war game where security professionals can practice and learn.,Chào mừng bạn đến với trò chơi chiến tranh máy tính nơi các chuyên gia bảo mật có thể thực hành và học hỏi.
Welcome to the Scene,Chào mừng đến với cảnh
What is the name of this lab?,Tên của lab này là gì?
"What is your Corporation Name? If you do not plan to use Corporations, just create one with no name.","Tên công ty của bạn là gì? Nếu bạn không có kế hoạch sử dụng các tổ chức, chỉ cần tạo một tập tin mà không có tên."
What is your motto?,Phương châm của bạn là gì?
What is your teams motto?,Motto đội của bạn là gì?
What type of system is this?,Đây là loại hệ thống nào?
Whats the difficulty of the lab?,Những khó khăn của lab là gì?
When banking is disabled,Khi ngân hàng bị vô hiệu hóa
"When to start applying the penalty. For example, you may want the first incorrect attempt to be free, but penalize subsequent attempts.","Khi nào bắt đầu áp dụng hình phạt. Ví dụ: bạn có thể muốn nỗ lực không chính xác đầu tiên miễn phí, nhưng xử phạt các lần thử tiếp theo."
"When to stop applying the penalty. For example, you may want to only penalize a certain total of the flags value and allow any further attempts to be free, thus allowing all flags to have some value.","Khi nào nên ngừng áp dụng hình phạt. Ví dụ: bạn có thể chỉ muốn phạt tổng giá trị flag nhất định và cho phép bất kỳ nỗ lực nào khác để được tự do, do đó cho phép tất cả các flag có một số giá trị."
when using banking.,khi sử dụng ngân hàng.
Windows,các cửa sổ
With contributions from,Với sự đóng góp từ
XML File,Tệp XML
Yes,Đúng
You are not on a team,Bạn không có trong một đội
You do not have access to this level yet.,Bạn chưa có quyền truy cập vào cấp độ này.
You do not own this upgrade.,Bạn không sở hữu bản nâng cấp này.
You have not submitted any bribes yet.,Bạn chưa nộp bất kỳ hối lộ nào.
"Your email, visible to game administrators.","Email của bạn, có thể nhìn thấy để quản trị viên trò chơi."
"Your handle must be 3-16 alpha-numeric characters. Underscore, dash, and dots allowed.","Tay cầm của bạn phải là 3-16 ký tự chữ cái. Undercore, dash và chấm cho phép."
"Your name, visible to game administrators. Your name can be 3-64 alpha-numeric characters","Tên của bạn, hiển thị để quản trị viên trò chơi. Tên của bạn có thể là 3-64 ký tự chữ số"
Password Reset,Đặt lại mật khẩu
Forgot Password,Quên mật khẩu
Request Password Reset,Yêu cầu đặt lại mật khẩu
Update Email,Cập nhật email
Please check your email for account validation,Vui lòng kiểm tra email của bạn để xác thực tài khoản
Validate Email,Xác thực thư điện tử
"Enabling this feature will require validation of email before the user can access the game. If this option is disabled, email will not be verified.","Kích hoạt tính năng này sẽ yêu cầu xác nhận email trước khi người dùng có thể truy cập trò chơi. Nếu tùy chọn này bị vô hiệu hóa, email sẽ không được xác minh."
Note: Mail settings must be defined.,Lưu ý: Cài đặt thư phải được xác định.
Validation,Thẩm định
